"","famid","sampid","Date.PTR","ssex","Total.conc","Total.masses","Avg.conc.raw","Total.conc.stand.mean","Avg.conc.divmean","low.end.sum.Total.conc","high.end.sum.Total.conc","low.end.Total.masses","high.end.Total.masses","high.avg.conc","low.avg.conc","data$Leaf_Length_Average","data$repro"
"1",1,"P_1_2_1","27-May","m",4.78978e-06,14,3.42127142857143e-07,1.14846404931704,0.0820331463797889,3.57129e-06,1.21849e-06,11,3,4.06163333333333e-07,3.24662727272727e-07,1.795333697,1.2
"2",1,"P_1_2_1","25-May","m",9.162731e-05,31,2.95571967741936e-06,98.2135561049796,3.16817922919289,2.93019e-05,6.232541e-05,14,17,3.66620058823529e-06,2.09299285714286e-06,1.666815628,1.4
"3",1,"P_1_2_10","29-May","f",0.000142224479,51,2.7887152745098e-06,1296.87472767363,25.4289162288948,2.54189e-05,0.000116805579,12,39,2.99501484615385e-06,2.11824166666667e-06,2.235222953,6.5
"4",1,"P_1_2_11","25-May","m",0.0003083993,54,5.71109814814815e-06,43982.5313110517,814.491320575031,2.28913e-05,0.000285508,13,41,6.96360975609756e-06,1.76086923076923e-06,2.761946826,0
"6",1,"P_1_2_2","29-May","f",6.3717299e-05,36,1.76992497222222e-06,228.716521034805,6.35323669541124,2.4845e-05,3.8872299e-05,12,24,1.619679125e-06,2.07041666666667e-06,2.937435171,15.66666667
"7",2,"P_1_5_1","22-May","f",0.0008398379,46,1.82573456521739e-05,184.578844559153,4.01258357737289,8.0723e-07,0.00083903067,2,44,1.90688788636364e-05,4.03615e-07,1.907310002,8.333333333
"8",2,"P_1_5_1","26-May","f",0.000687517322066,60,1.14586220344333e-05,228.868831802768,3.81448053004613,1.98301e-05,0.000667687222066,2,58,1.15118486563103e-05,9.91505e-06,1.740558085,10.33333333
"9",2,"P_1_5_11","30-May","m",0.00026722986,36,7.42305166666667e-06,662.498321730138,18.4027311591705,2.19901e-05,0.00024523976,11,25,9.8095904e-06,1.9991e-06,2.845660147,1.1
"10",2,"P_1_5_11","25-May","m",8.727685e-05,25,3.491074e-06,3409.67713637972,136.387085455189,5.198565e-05,3.52912e-05,20,5,7.05824e-06,2.5992825e-06,1.44541947,1.1
"12",2,"P_1_5_2","25-May","f",0.00011035275,46,2.39897282608696e-06,431.715965055569,9.38512967512107,3.446935e-05,7.58834e-05,24,22,3.44924545454545e-06,1.43622291666667e-06,1.8391977,18
"13",2,"P_1_5_2","28-May","f",0.0005448558,61,8.93206229508197e-06,52.5528064292125,0.861521416872337,1.03e-08,0.0005448455,1,60,9.08075833333333e-06,1.03e-08,1.556340682,10.33
"14",2,"P_1_5_3","27-May","f",0.0004920166,39,1.26158102564103e-05,47.8898395768729,1.2279446045352,5.339349e-05,0.00043862311,14,25,1.75449244e-05,3.81382071428571e-06,1.947158939,11.67
"15",2,"P_1_5_3","28-May","f",0.0017891725,65,2.75257307692308e-05,20609.235017864,317.065154120985,5.08e-08,0.0017891217,2,63,2.83987571428571e-05,2.54e-08,1.32723485,11.67
"16",2,"P_1_5_4","29-May","m",7.94645e-06,23,3.45497826086957e-07,151.955353989832,6.60675452129703,7.209e-06,7.3745e-07,18,5,1.4749e-07,4.005e-07,1.314705681,1.2
"17",2,"P_1_5_4","23-May","m",0.0001736565,24,7.2356875e-06,8121.44508532254,338.393545221773,3.91311e-05,0.0001345254,17,7,1.92179142857143e-05,2.30182941176471e-06,2.478663892,1.2
"18",2,"P_1_5_5","30-May","m",0.056813171,50,0.00113626342,11614.0810028567,232.281620057135,0,0.056813171,0,50,0.00113626342,0,1.167914558,1
"19",2,"P_1_5_5","23-May","m",7.420003e-05,17,4.36470764705882e-06,11.9674718925257,0.703968934854452,1.52411e-05,5.895893e-05,10,7,8.42270428571429e-06,1.52411e-06,1.568493097,1
"20",2,"P_1_5_6","24-May","f",0.0002288184,38,6.02153684210526e-06,3412.57657095273,89.8046466040193,2.4221e-05,0.0002045974,19,19,1.07682842105263e-05,1.27478947368421e-06,1.807656231,28.67
"21",2,"P_1_5_6","25-May","f",0.00031425271,27,1.16389892592593e-05,426.51315148659,15.7967833883922,3.56431e-06,0.0003106884,7,20,1.553442e-05,5.09187142857143e-07,2.226109628,29.67
"22",2,"P_1_5_9","28-May","m",7.201376e-05,31,2.32302451612903e-06,8279.76034642271,267.089043432991,2.269905e-05,4.931471e-05,23,8,6.16433875e-06,9.86915217391304e-07,1.026748122,1.6
"26",3,"P_1_6_14","30-May","m",1.400973869,58,0.0241547218793103,296373.590608927,5109.88949325735,0,1.400973869,0,58,0.0241547218793103,0,1.518173398,0
"27",3,"P_1_6_14","24-May","m",0.0012701705519334,54,2.35216768876556e-05,369.30400605897,6.8389630751661,1.47829e-05,0.0012553876519334,6,48,2.61539094152792e-05,2.46381666666667e-06,1.115807131,0
"28",3,"P_1_6_15","23-May","f",5.97088e-05,13,4.59298461538462e-06,6038.80055369429,464.523119514946,2.8692e-06,5.68396e-05,7,6,9.47326666666667e-06,4.09885714285714e-07,2.386345608,0
"29",3,"P_1_6_15","25-May","f",0.0004412353664419,55,8.02246120803455e-06,571.865575762357,10.3975559229519,0,0.0004412353664419,0,55,8.02246120803455e-06,0,2.00664355,11.67
"30",3,"P_1_6_2","29-May","f",0.0011026374,43,2.56427302325581e-05,3541.63198088858,82.3635344392692,4.25e-07,0.0011022124,1,42,2.62431523809524e-05,4.25e-07,0.725102794,3
"31",3,"P_1_6_2","26-May","f",0.0002642491115471,56,4.71873413476964e-06,14.7856651851015,0.264029735448242,1.8275e-05,0.0002459741115471,4,52,4.73027137590577e-06,4.56875e-06,0.7235159,0
"32",3,"P_1_6_3","29-May","f",2.58135e-05,32,8.06671875e-07,59.8503374316452,1.87032304473891,1.09276e-05,1.48859e-05,17,15,9.92393333333333e-07,6.428e-07,1.657092717,4.67
"33",3,"P_1_6_3","28-May","f",0.00020929345,57,3.6718149122807e-06,6810.96632615637,119.490637300989,5.922e-07,0.00020870125,2,55,3.79456818181818e-06,2.961e-07,2.358795718,0
"34",3,"P_1_6_5","24-May","f",0.00027315682,34,8.03402411764706e-06,1708.28858513145,50.2437819156308,9.66558e-06,0.00026349124,21,13,2.02685569230769e-05,4.60265714285714e-07,1.508348643,17.33
"35",3,"P_1_6_5","23-May","f",0.00020260319959083,29,6.98631722727e-06,1343.96210813565,46.3435209701947,1.03204e-05,0.00019228279959083,14,15,1.28188533060553e-05,7.37171428571429e-07,1.81357984,18.5
"36",3,"P_1_6_7","22-May","f",0.0017171367512631,51,3.36693480639824e-05,48.7436608509294,0.955758055900577,1.42e-08,0.0017171225512631,1,50,3.4342451025262e-05,1.42e-08,2.085850559,8
"37",3,"P_1_6_7","29-May","f",2.352917e-05,38,6.19188684210526e-07,7.0331009568558,0.185081604127784,9.928e-06,1.360117e-05,13,25,5.440468e-07,7.63692307692308e-07,0.773648221,0
"38",4,"P_11_11_22","23-May","f",0.0004690862669474,34,1.37966549102176e-05,1930.90099054082,56.7912056041418,1.56979e-05,0.0004533883669474,11,23,1.97125376933652e-05,1.42708181818182e-06,1.636339474,38.33
"39",4,"P_11_11_22","29-May","f",4.939757e-05,36,1.37215472222222e-06,299.895210778834,8.33042252163427,6.42057e-06,4.2977e-05,14,22,1.9535e-06,4.58612142857143e-07,1.855177898,9.33
"40",5,"P_11_16_12","25-May","f",0.00018777119,24,7.82379958333333e-06,276.990045804843,11.5412519085351,1.139935e-05,0.00017637184,6,18,9.79843555555556e-06,1.89989166666667e-06,1.901917006,10.33333333
"41",5,"P_11_16_12","26-May","f",0.0011058105688621,61,1.81280421124934e-05,55.564789811644,0.910898193633508,0,0.0011058105688621,0,61,1.81280421124934e-05,0,1.373777831,3.333333333
"42",5,"P_11_16_15","25-May","m",0.00014519423,32,4.5373196875e-06,9.31486733573752,0.291089604241797,1.884822e-05,0.00012634601,17,15,8.42306733333333e-06,1.10871882352941e-06,0.513938242,0
"44",5,"P_11_16_18","27-May","f",0.00010449332,24,4.35388833333333e-06,60.7628667809147,2.53178611587145,4.17952e-06,0.0001003138,9,15,6.68758666666667e-06,4.64391111111111e-07,1.005013674,4.67
"45",5,"P_11_16_18","28-May","f",0.00075245084,60,1.25408473333333e-05,12314.2510473185,205.237517455308,8.697e-07,0.00075158114,2,58,1.29582955172414e-05,4.3485e-07,1.948595397,9.67
"46",5,"P_11_16_20","23-May","m",0.0001781515,26,6.85198076923077e-06,358.246695781839,13.7787190685323,5.620456e-05,0.00012194694,17,9,1.354966e-05,3.30615058823529e-06,1.426861805,1.2
"47",5,"P_11_16_20","29-May","m",0.00013644436,41,3.32791121951219e-06,38.1049223914715,0.9293883510115,3.424482e-05,0.00010219954,17,24,4.25831416666667e-06,2.01440117647059e-06,1.495859793,1.2
"48",5,"P_11_16_5","29-May","f",3.92155e-05,30,1.30718333333333e-06,3.85836110680641,0.128612036893547,1.2677e-05,2.65385e-05,12,18,1.47436111111111e-06,1.05641666666667e-06,2.311848692,9.666666667
"49",5,"P_11_16_5","24-May","f",0.0004954118814011,43,1.15212065442116e-05,1890.88049044664,43.9739648941078,2.2732e-06,0.0004931386814011,6,37,1.33280724703e-05,3.78866666666667e-07,1.803864774,11.66666667
"50",5,"P_11_16_7","23-May","f",0.000140433168,22,6.38332581818182e-06,369.529298174953,16.7967862806797,1.7458168e-05,0.000122975,15,7,1.75678571428571e-05,1.16387786666667e-06,1.784918849,7.333333333
"51",6,"P_14_11_14","28-May","m",4.3736006e-05,23,1.90156547826087e-06,123.38277345655,5.36446841115434,6.7753e-06,3.6960706e-05,17,6,6.16011766666667e-06,3.98547058823529e-07,1.558499174,1
"52",6,"P_14_11_14","26-May","m",0.0001079057,26,4.15021923076923e-06,5.57533670546712,0.214436027133351,3.05308e-05,7.73749e-05,13,13,5.95191538461539e-06,2.34852307692308e-06,1.309939293,1
"53",6,"P_14_11_15","30-May","m",0.00012322749,30,4.107583e-06,65.3684317849968,2.17894772616656,2.726129e-05,9.59662e-05,14,16,5.9978875e-06,1.947235e-06,3.272110679,1.9
"54",6,"P_14_11_16","25-May","m",1.9666435e-05,24,8.19434791666667e-07,171.085290718281,7.12855377992836,1.19039e-05,7.762535e-06,13,11,7.05685e-07,9.15684615384615e-07,2.741715164,1.1
"55",6,"P_14_11_16","26-May","m",1.806283e-05,26,6.94724230769231e-07,368.581820626957,14.1762238702676,1.505233e-05,3.0105e-06,17,9,3.345e-07,8.85431176470588e-07,2.908433941,0
"56",6,"P_14_11_4","27-May","f",8.84525e-06,21,4.21202380952381e-07,10.8787853582267,0.518037398010796,7.2286e-06,1.61665e-06,12,9,1.79627777777778e-07,6.02383333333333e-07,1.961074073,21
"57",6,"P_14_11_4","29-May","f",6.9649309e-05,30,2.32164363333333e-06,8.5544145781251,0.28514715260417,4.209671e-05,2.7552599e-05,19,11,2.50478172727273e-06,2.21561631578947e-06,1.66950982,20
"58",6,"P_14_11_5","30-May","m",0.00022884108,25,9.1536432e-06,30.9434071246918,1.23773628498767,2.60204e-05,0.00020282068,9,16,1.26762925e-05,2.89115555555556e-06,1.706252009,1
"59",6,"P_14_11_5","24-May","m",0.0008939875001738,51,1.75291666700745e-05,4545.52057794117,89.1278544694346,2.347e-06,0.0008916405001738,4,47,1.8971074471783e-05,5.8675e-07,2.19848704,1
"60",6,"P_14_11_6","29-May","f",6.7054837e-05,46,1.45771384782609e-06,201.848406817846,4.38800884386622,3.44453e-05,3.2609537e-05,13,33,9.88167787878788e-07,2.64963846153846e-06,2.128229607,3.33
"61",6,"P_14_11_6","28-May","f",0.0026706519,64,4.17289359375e-05,5794.59585417448,90.5405602214762,0,0.0026706519,0,64,4.17289359375e-05,0,1.807378943,6.33
"62",6,"P_14_11_7","29-May","f",4.66197e-05,32,1.456865625e-06,5.69224779183678,0.177882743494899,3.259377e-05,1.402593e-05,14,18,7.79218333333333e-07,2.32812642857143e-06,2.839387789,10.33
"63",6,"P_14_11_7","25-May","f",0.000533882170057,57,9.36635386064912e-06,206.850512642168,3.62895636214329,1.23e-08,0.000533869870057,1,56,9.53339053673214e-06,1.23e-08,2.406787614,14.67
"64",6,"P_14_11_8","22-May","f",0.00032746331,41,7.98691e-06,7075.85654723817,172.581867005809,3.33238e-06,0.00032413093,8,33,9.82214939393939e-06,4.165475e-07,2.343706151,9.333333333
"65",6,"P_14_11_8","26-May","f",0.0010651496952652,60,1.77524949210867e-05,26182.5084983076,436.37514163846,2.060345e-05,0.0010445462452652,2,58,1.80094180218138e-05,1.0301725e-05,2.62007343,13
"66",7,"P_14_13_10","23-May","f",0.0001492972,19,7.85774736842105e-06,1793.96828891105,94.4193836268976,1.42449e-05,0.0001350523,11,8,1.68815375e-05,1.29499090909091e-06,1.849515649,6
"67",7,"P_14_13_10","29-May","f",0.00021394902,40,5.3487255e-06,21.7543796432558,0.543859491081395,1.512331e-05,0.00019882571,15,25,7.9530284e-06,1.00822066666667e-06,1.944192593,5
"68",7,"P_14_13_12","23-May","f",0.0001368103,22,6.21865e-06,123.267310146325,5.60305955210567,2.51413e-05,0.000111669,12,10,1.11669e-05,2.09510833333333e-06,1.073206804,9
"69",7,"P_14_13_13","28-May","m",0.00011442015,27,4.23778333333333e-06,4050.99440324183,150.036829749697,3.072857e-05,8.369158e-05,19,8,1.04614475e-05,1.61729315789474e-06,1.105100636,2
"70",7,"P_14_13_13","23-May","m",0.00014778429,18,8.21023833333333e-06,2014.64272811992,111.924596006662,1.173899e-05,0.0001360453,9,9,1.51161444444444e-05,1.30433222222222e-06,1.256739165,1
"71",7,"P_14_13_14","30-May","m",0.0010494920858184,58,1.80946911348e-05,111930.404945198,1929.83456802066,2.00337e-05,0.0010294583858184,4,54,1.90640441818222e-05,5.008425e-06,1.457024488,0
"72",7,"P_14_13_14","24-May","m",0.001400887120206,55,2.54706749128364e-05,520.464070261012,9.46298309565476,1.1911e-05,0.001388976120206,2,53,2.62070966076604e-05,5.9555e-06,1.527454798,1.4
"74",7,"P_14_13_4","23-May","m",0.00025675667,28,9.16988107142857e-06,12.7677919989174,0.455992571389906,3.95196e-05,0.00021723707,14,14,1.55169335714286e-05,2.82282857142857e-06,2.079847929,0
"75",7,"P_14_13_4","29-May","m",0.000395231364,43,9.19142706976744e-06,9148.76141543976,212.76189338232,2.4073e-06,0.000392824064,11,32,1.2275752e-05,2.18845454545455e-07,1.897565884,0
"76",7,"P_14_13_5","30-May","m",0.00016032109,29,5.52831344827586e-06,963.801864630441,33.2345470562221,2.597809e-05,0.000134343,11,18,7.4635e-06,2.36164454545455e-06,1.129963323,1.4
"77",7,"P_14_13_5","28-May","m",1.1982709e-05,25,4.7930836e-07,144.566159211536,5.78264636846146,4.950349e-06,7.03236e-06,15,10,7.03236e-07,3.30023266666667e-07,1.230374976,1.4
"78",7,"P_14_13_6","29-May","f",0.00010572116,41,2.57856487804878e-06,14.5412997322488,0.354665847128019,1.398462e-05,9.173654e-05,15,26,3.52832846153846e-06,9.32308e-07,1.36515965,9.67
"79",7,"P_14_13_6","26-May","f",0.0029015894787899,62,4.67998303030629e-05,2481.11900632249,40.0180484890724,0,0.0029015894787899,0,62,4.67998303030629e-05,0,1.848257013,7
"80",7,"P_14_13_7","26-May","f",0.0009186738208509,61,1.50602265713262e-05,62269.1882841874,1020.80636531455,2.17331e-05,0.0008969407208509,3,58,1.54644951870845e-05,7.24436666666667e-06,2.451838555,11.33333333
"81",8,"P_14_16_13","30-May","m",5.821913e-05,31,1.8780364516129e-06,672.749185231327,21.7015866203654,4.817928e-05,1.003985e-05,14,17,5.90579411764706e-07,3.44137714285714e-06,2.423049427,1.1
"82",8,"P_14_16_14","28-May","f",5.393438e-05,50,1.0786876e-06,1155.81364378126,23.1162728756252,2.3539e-05,3.039538e-05,8,42,7.23699523809524e-07,2.942375e-06,1.915015063,9.666666667
"83",8,"P_14_16_14","28-May","f",0.00078201666,61,1.28199452459016e-05,135.115477168919,2.21500782244129,5.36e-07,0.00078148066,2,59,1.32454349152542e-05,2.68e-07,1.556222816,4.333333333
"84",8,"P_14_16_15","29-May","m",0.00027182872,40,6.795718e-06,90.1591619240788,2.25397904810197,1.53079e-05,0.00025652082,13,27,9.50077111111111e-06,1.17753076923077e-06,1.850559568,1
"85",8,"P_14_16_15","26-May","m",0.0012540076934315,62,2.02259305392177e-05,2043.65743843608,32.962216748969,3.3804e-05,0.0012202036934315,4,58,2.10379947143362e-05,8.451e-06,1.208547243,1
"86",8,"P_14_16_16","29-May","m",0.00014458053,32,4.5181415625e-06,620.969837792901,19.4053074310282,1.020779e-05,0.00013437274,16,16,8.39829625e-06,6.37986875e-07,1.726027421,0.6
"87",8,"P_14_16_4","23-May","f",0.000138602,16,8.662625e-06,38.60835099604,2.4130219372525,5.298e-06,0.000133304,11,5,2.66608e-05,4.81636363636364e-07,1.833541727,10.67
"88",8,"P_14_16_4","28-May","f",0.00077526298,63,1.23057615873016e-05,211.801384264901,3.36192673436351,5.13e-08,0.00077521168,1,62,1.25034141935484e-05,5.13e-08,1.991319486,7.67
"89",8,"P_14_16_5","24-May","f",0.00041473651,28,1.48120182142857e-05,40.4635175501985,1.4451256267928,3.671501e-05,0.0003780215,10,18,2.10011944444444e-05,3.671501e-06,1.710136799,5.666666667
"90",8,"P_14_16_7","27-May","f",0.0001400671,31,4.5182935483871e-06,317.870410406691,10.2538842066675,1.2611e-05,0.0001274561,9,22,5.79345909090909e-06,1.40122222222222e-06,1.78042875,12
"91",8,"P_14_16_7","29-May","f",2.190568e-05,31,7.06634838709677e-07,382.628885851447,12.3428672855305,1.462763e-05,7.27805e-06,12,19,3.83055263157895e-07,1.21896916666667e-06,1.983417775,14
"92",8,"P_14_16_8","30-May","m",0.84840837543291,60,0.0141401395905485,21219699.4934994,353661.65822499,0,0.84840837543291,0,60,0.0141401395905485,0,1.560020217,1
"93",9,"P_14_22_1","25-May","f",7.957978e-05,48,1.65791208333333e-06,7.0779170246699,0.147456604680623,3.50803e-05,4.449948e-05,24,24,1.854145e-06,1.46167916666667e-06,2.318256413,10.33333333
"94",9,"P_14_22_11","24-May","m",0.001758083481905,58,3.03117841707759e-05,413.153003245228,7.12332764215911,5.15e-07,0.001757568481905,1,57,3.08345347702632e-05,5.15e-07,2.120255198,2.3
"95",9,"P_14_22_12","26-May","m",2.500229e-05,21,1.19058523809524e-06,158.949123367017,7.56900587461987,1.244879e-05,1.25535e-05,13,8,1.5691875e-06,9.57599230769231e-07,1.958090373,1.7
"96",9,"P_14_22_13","28-May","f",0.000139362255,51,2.73259323529412e-06,771.489657526196,15.1272481867882,3.6464405e-05,0.00010289785,7,44,2.3385875e-06,5.20920071428572e-06,2.00500136,6.33
"98",9,"P_14_22_3","25-May","m",8.66461e-05,27,3.20911481481481e-06,53.7779390720115,1.99177552118561,2.26277e-05,6.40184e-05,18,9,7.11315555555556e-06,1.25709444444444e-06,1.623177849,1.3
"99",9,"P_14_22_3","28-May","m",0.000221913456,33,6.72465018181818e-06,54.047319577545,1.63779756295591,1.776295e-05,0.000204150506,17,16,1.2759406625e-05,1.04487941176471e-06,1.38175766,1.3
